Mean_Zero,Mean,Timestamp,Delta
204.4,204.4,2019-04-25 09,0.0
128.8,161.0,2019-05-10 14,-32.19999999999999
212.0,212.0,2019-05-11 15,0.0
217.8,217.8,2019-05-01 18,0.0
212.4,212.4,2019-05-06 20,0.0
200.2,200.2,2019-04-24 09,0.0
204.8,204.8,2019-05-05 09,0.0
194.6,194.6,2019-04-24 08,0.0
223.2,223.2,2019-05-11 02,0.0
201.6,201.6,2019-05-02 17,0.0
207.0,207.0,2019-04-25 18,0.0
213.6,213.6,2019-05-06 04,0.0
196.6,196.6,2019-04-24 04,0.0
200.8,200.8,2019-04-26 21,0.0
210.8,210.8,2019-04-27 07,0.0
209.6,209.6,2019-05-02 02,0.0
217.6,217.6,2019-05-10 16,0.0
203.2,203.2,2019-04-25 07,0.0
214.2,214.2,2019-05-08 09,0.0
208.0,208.0,2019-04-26 09,0.0
195.6,195.6,2019-05-03 21,0.0
252.8,252.8,2019-05-10 09,0.0
216.2,216.2,2019-05-07 11,0.0
210.2,210.2,2019-04-27 17,0.0
200.4,200.4,2019-04-27 11,0.0
215.6,215.6,2019-05-12 08,0.0
208.2,208.2,2019-04-29 22,0.0
213.8,213.8,2019-05-10 03,0.0
215.0,215.0,2019-05-07 14,0.0
202.4,202.4,2019-05-01 16,0.0
211.8,211.8,2019-04-30 11,0.0
205.0,205.0,2019-05-04 14,0.0
200.0,200.0,2019-04-26 11,0.0
213.6,213.6,2019-05-03 04,0.0
211.8,211.8,2019-04-29 05,0.0
218.8,218.8,2019-05-09 01,0.0
185.6,232.0,2019-05-11 16,-46.400000000000006
192.4,192.4,2019-04-28 02,0.0
199.8,199.8,2019-04-28 15,0.0
199.8,199.8,2019-04-24 17,0.0
198.4,198.4,2019-04-30 18,0.0
210.4,210.4,2019-05-02 19,0.0
213.6,213.6,2019-05-06 06,0.0
177.8,222.25,2019-05-10 02,-44.44999999999999
213.2,213.2,2019-05-03 12,0.0
198.2,198.2,2019-04-30 14,0.0
198.0,198.0,2019-04-25 15,0.0
209.2,209.2,2019-05-06 11,0.0
199.6,199.6,2019-05-02 15,0.0
200.4,200.4,2019-04-28 19,0.0
205.0,205.0,2019-05-01 15,0.0
198.0,198.0,2019-04-27 09,0.0
189.4,189.4,2019-04-29 16,0.0
199.0,199.0,2019-04-30 10,0.0
201.2,201.2,2019-04-27 19,0.0
206.2,206.2,2019-04-30 13,0.0
201.0,201.0,2019-05-05 21,0.0
247.8,247.8,2019-05-10 04,0.0
170.8,213.5,2019-05-11 03,-42.69999999999999
209.4,209.4,2019-05-08 08,0.0
199.0,199.0,2019-04-28 20,0.0
217.2,217.2,2019-05-02 12,0.0
204.6,204.6,2019-05-06 01,0.0
194.6,194.6,2019-05-05 05,0.0
210.4,210.4,2019-04-23 18,0.0
204.0,204.0,2019-04-25 23,0.0
195.8,195.8,2019-04-30 07,0.0
218.2,218.2,2019-05-11 19,0.0
199.8,199.8,2019-04-26 06,0.0
211.6,211.6,2019-05-03 15,0.0
195.4,244.25,2019-05-11 23,-48.849999999999994
188.4,188.4,2019-04-26 18,0.0
202.4,202.4,2019-04-25 16,0.0
201.6,201.6,2019-04-28 00,0.0
209.0,209.0,2019-04-28 21,0.0
187.4,234.25,2019-05-09 04,-46.849999999999994
208.2,208.2,2019-05-05 20,0.0
206.0,206.0,2019-05-05 13,0.0
204.8,204.8,2019-05-05 10,0.0
183.6,229.5,2019-05-09 18,-45.900000000000006
213.2,213.2,2019-04-29 08,0.0
196.2,196.2,2019-04-26 05,0.0
207.2,207.2,2019-05-11 20,0.0
215.6,215.6,2019-05-03 19,0.0
213.0,213.0,2019-05-11 10,0.0
216.4,216.4,2019-05-07 16,0.0
208.6,208.6,2019-05-09 06,0.0
209.0,209.0,2019-05-02 10,0.0
213.6,213.6,2019-05-08 11,0.0
212.2,212.2,2019-05-07 06,0.0
203.2,203.2,2019-04-26 20,0.0
209.4,209.4,2019-05-08 18,0.0
194.6,194.6,2019-04-30 09,0.0
209.2,209.2,2019-04-25 04,0.0
204.8,204.8,2019-04-24 23,0.0
204.0,204.0,2019-04-30 23,0.0
202.2,202.2,2019-05-05 19,0.0
190.6,190.6,2019-04-24 02,0.0
210.4,210.4,2019-04-23 21,0.0
201.4,201.4,2019-05-06 07,0.0
205.2,205.2,2019-04-29 10,0.0
220.2,220.2,2019-05-06 16,0.0
204.6,204.6,2019-05-05 22,0.0
192.8,192.8,2019-04-27 03,0.0
210.6,210.6,2019-05-03 11,0.0
203.8,203.8,2019-04-29 17,0.0
196.6,196.6,2019-04-24 13,0.0
204.0,204.0,2019-04-26 01,0.0
208.6,208.6,2019-05-01 14,0.0
217.0,217.0,2019-05-08 15,0.0
209.4,209.4,2019-05-08 04,0.0
207.2,207.2,2019-05-12 04,0.0
196.2,196.2,2019-04-29 02,0.0
205.8,205.8,2019-04-28 23,0.0
211.8,211.8,2019-05-11 00,0.0
217.2,217.2,2019-05-04 06,0.0
191.0,191.0,2019-04-25 00,0.0
207.4,207.4,2019-05-07 07,0.0
204.6,204.6,2019-05-06 00,0.0
218.6,218.6,2019-05-08 23,0.0
205.0,205.0,2019-04-27 22,0.0
216.6,216.6,2019-05-04 12,0.0
192.2,192.2,2019-04-27 06,0.0
204.8,204.8,2019-05-04 19,0.0
219.8,219.8,2019-05-12 00,0.0
212.4,212.4,2019-05-07 03,0.0
208.6,208.6,2019-05-09 02,0.0
204.8,204.8,2019-05-05 00,0.0
216.4,216.4,2019-05-09 22,0.0
216.2,216.2,2019-05-07 10,0.0
207.8,207.8,2019-05-09 23,0.0
213.0,213.0,2019-05-08 06,0.0
215.4,215.4,2019-05-02 06,0.0
182.2,227.75,2019-05-09 05,-45.55000000000001
200.4,200.4,2019-05-11 08,0.0
218.2,218.2,2019-05-12 05,0.0
210.2,210.2,2019-05-03 17,0.0
198.4,198.4,2019-04-30 04,0.0
211.8,211.8,2019-05-09 11,0.0
196.6,196.6,2019-04-24 07,0.0
202.6,202.6,2019-04-30 00,0.0
229.0,229.0,2019-05-01 22,0.0
201.4,201.4,2019-04-27 02,0.0
215.6,215.6,2019-05-05 04,0.0
193.0,193.0,2019-04-28 07,0.0
198.6,198.6,2019-05-05 11,0.0
205.2,205.2,2019-05-04 16,0.0
201.8,201.8,2019-04-24 05,0.0
204.0,204.0,2019-04-25 20,0.0
200.8,200.8,2019-04-25 08,0.0
191.0,191.0,2019-04-23 12,0.0
207.4,207.4,2019-04-23 23,0.0
208.2,208.2,2019-04-28 08,0.0
189.6,189.6,2019-04-28 05,0.0
211.6,211.6,2019-05-11 06,0.0
185.0,185.0,2019-04-28 10,0.0
210.4,210.4,2019-04-27 14,0.0
197.8,247.25,2019-05-09 19,-49.44999999999999
213.2,213.2,2019-05-10 19,0.0
217.0,217.0,2019-05-11 05,0.0
204.8,204.8,2019-05-05 03,0.0
214.4,214.4,2019-04-29 07,0.0
208.8,208.8,2019-05-07 09,0.0
206.8,206.8,2019-05-04 05,0.0
204.0,204.0,2019-04-24 00,0.0
220.0,220.0,2019-05-09 07,0.0
207.0,207.0,2019-05-01 13,0.0
213.8,213.8,2019-05-05 08,0.0
201.4,201.4,2019-04-26 16,0.0
216.0,216.0,2019-04-28 12,0.0
175.6,219.5,2019-05-11 01,-43.900000000000006
197.2,246.5,2019-05-09 20,-49.30000000000001
213.2,213.2,2019-05-09 21,0.0
218.4,218.4,2019-05-03 08,0.0
