hotel_name,url,locality,timestamp,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Hotel Payer,http://www.tripadvisor.com/Hotel_Review-g676350-d1431733-Reviews-Hotel_Payer-Teplice_Usti_nad_Labem_Region_Bohemia.html,Teplice,,17 ,,2019/04/13,2019/04/14, 75,Booking.com,9,"Free Wifi,Breakfast included"
Richmond Teplice Hotel,http://www.tripadvisor.com/Hotel_Review-g676350-d1791511-Reviews-Richmond_Teplice_Hotel-Teplice_Usti_nad_Labem_Region_Bohemia.html,Teplice,,8 ,,2019/04/13,2019/04/14, 62,Expedia.ch,8,
Hotel Krusnohorsky Dvur,http://www.tripadvisor.com/Hotel_Review-g676350-d3403836-Reviews-Hotel_Krusnohorsky_Dvur-Teplice_Usti_nad_Labem_Region_Bohemia.html,Teplice,,14 ,,2019/04/13,2019/04/14, 59,Booking.com,0,"Free Wifi,Free parking"
Hotel Paradies,http://www.tripadvisor.com/Hotel_Review-g676350-d1019124-Reviews-Hotel_Paradies-Teplice_Usti_nad_Labem_Region_Bohemia.html,Teplice,,22 ,,2019/04/13,2019/04/14, 73,Agoda.com,7,"Free Wifi,Free parking"
Hotel Teplice Plaza,http://www.tripadvisor.com/Hotel_Review-g676350-d2038420-Reviews-Hotel_Teplice_Plaza-Teplice_Usti_nad_Labem_Region_Bohemia.html,Teplice,,7 ,,2019/04/13,2019/04/14, 69,Booking.com,6,"Free Wifi,Free parking"
Hotel Sportovni hala Teplice,http://www.tripadvisor.com/Hotel_Review-g676350-d7381765-Reviews-Hotel_Sportovni_hala_Teplice-Teplice_Usti_nad_Labem_Region_Bohemia.html,Teplice,,9 ,,2019/04/13,2019/04/14, 51,Booking.com,0,"Free Wifi,Free parking"
Hotel Giovanni Giacomo,http://www.tripadvisor.com/Hotel_Review-g676350-d1471277-Reviews-Hotel_Giovanni_Giacomo-Teplice_Usti_nad_Labem_Region_Bohemia.html,Teplice,,43 ,,2019/04/13,2019/04/14, 99,Booking.com,10,"Free Wifi,Free parking"
Penzion Cisar,http://www.tripadvisor.com/Hotel_Review-g676350-d2447124-Reviews-Penzion_Cisar-Teplice_Usti_nad_Labem_Region_Bohemia.html,Teplice,,2 ,,2019/04/13,2019/04/14, 48,Booking.com,0,
Penzion Aladdin,http://www.tripadvisor.com/Hotel_Review-g676350-d7650637-Reviews-Penzion_Aladdin-Teplice_Usti_nad_Labem_Region_Bohemia.html,Teplice,,5 ,,2019/04/13,2019/04/14, 52,Booking.com,0,"Free Wifi,Free parking"
Hotel Prince De Ligne,http://www.tripadvisor.com/Hotel_Review-g676350-d1480746-Reviews-Hotel_Prince_De_Ligne-Teplice_Usti_nad_Labem_Region_Bohemia.html,Teplice,,58 ,,2019/04/13,2019/04/14, 163,Booking.com,9,"Free Wifi,Restaurant"
Best Apartments Teplice,http://www.tripadvisor.com/Hotel_Review-g676350-d16782118-Reviews-Best_Apartments_Teplice-Teplice_Usti_nad_Labem_Region_Bohemia.html,Teplice,,0 ,,2019/04/13,2019/04/14, 43,Agoda.com,0,
Rezidence Fontana,http://www.tripadvisor.com/Hotel_Review-g676350-d15529836-Reviews-Rezidence_Fontana-Teplice_Usti_nad_Labem_Region_Bohemia.html,Teplice,,0 ,,2019/04/13,2019/04/14, 93,Booking.com,0,"Free Wifi,Free parking"
AHORN Waldhotel Altenberg,http://www.tripadvisor.com/Hotel_Review-g642120-d620116-Reviews-AHORN_Waldhotel_Altenberg-Altenberg_Saxony.html,Teplice,,93 ,,2019/04/13,2019/04/14, 84,Booking.com,11,"Free Wifi,Pool"
Flair- & Berghotel Talblick,http://www.tripadvisor.com/Hotel_Review-g642130-d639754-Reviews-Flair_Berghotel_Talblick-Rechenberg_Bienenmuehle_Saxony.html,Teplice,,35 ,,2019/04/13,2019/04/14, 104,Official Site,10,"Free Wifi,Free parking"
Waldhotel am Aschergraben,http://www.tripadvisor.com/Hotel_Review-g1051853-d1050446-Reviews-Waldhotel_am_Aschergraben-Geising_Saxony.html,Teplice,,20 ,,2019/04/13,2019/04/14, 79,Booking.com,0,"Free Wifi,Restaurant"
Helenenhof,http://www.tripadvisor.com/Hotel_Review-g642120-d1017634-Reviews-Helenenhof-Altenberg_Saxony.html,Teplice,,6 ,,2019/04/13,2019/04/14, 79,Agoda.com,0,"Free Wifi,Restaurant"
Hotel Lugsteinhof,http://www.tripadvisor.com/Hotel_Review-g642120-d1134550-Reviews-Hotel_Lugsteinhof-Altenberg_Saxony.html,Teplice,,42 ,,2019/04/13,2019/04/14, 78,Booking.com,6,"Free Wifi,Free parking"
Comfort Hotel Usti nad Labem City,http://www.tripadvisor.com/Hotel_Review-g274711-d299350-Reviews-Comfort_Hotel_Usti_nad_Labem_City-Usti_nad_Labem_Usti_nad_Labem_Region_Bohemia.html,Teplice,,57 ,,2019/04/13,2019/04/14, 58,Booking.com,11,"Free Wifi,Free parking"
Clarion Congress Hotel Usti nad Labem,http://www.tripadvisor.com/Hotel_Review-g274711-d1879131-Reviews-Clarion_Congress_Hotel_Usti_nad_Labem-Usti_nad_Labem_Usti_nad_Labem_Region_Bohemia.html,Teplice,,112 ,,2019/04/13,2019/04/14, 79,Booking.com,11,Free Wifi
Hotel Roosevelt LitomErice,http://www.tripadvisor.com/Hotel_Review-g1498176-d1572104-Reviews-Hotel_Roosevelt_LitomErice-Litomerice_Usti_nad_Labem_Region_Bohemia.html,Teplice,,42 ,,2019/04/13,2019/04/14, 64,Agoda.com,6,"Free Wifi,Free parking"
Landhotel Altes Zollhaus,http://www.tripadvisor.com/Hotel_Review-g2009366-d282721-Reviews-Landhotel_Altes_Zollhaus-Hermsdorf_Erzgebirge_Saxony.html,Teplice,,52 ,,2019/04/13,2019/04/14, 89,Booking.com,9,"Free Wifi,Free parking"
Berghotel Friedrichshoehe,http://www.tripadvisor.com/Hotel_Review-g642120-d679471-Reviews-Berghotel_Friedrichshoehe-Altenberg_Saxony.html,Teplice,,17 ,,2019/04/13,2019/04/14, 79,Agoda.com,7,"Free Wifi,Free parking"
