204.4,204.4,2019-04-25 09
128.8,161.0,2019-05-10 14
212.0,212.0,2019-05-11 15
217.8,217.8,2019-05-01 18
212.4,212.4,2019-05-06 20
200.2,200.2,2019-04-24 09
204.8,204.8,2019-05-05 09
194.6,194.6,2019-04-24 08
223.2,223.2,2019-05-11 02
201.6,201.6,2019-05-02 17
207.0,207.0,2019-04-25 18
213.6,213.6,2019-05-06 04
196.6,196.6,2019-04-24 04
200.8,200.8,2019-04-26 21
210.8,210.8,2019-04-27 07
209.6,209.6,2019-05-02 02
217.6,217.6,2019-05-10 16
203.2,203.2,2019-04-25 07
214.2,214.2,2019-05-08 09
208.0,208.0,2019-04-26 09
195.6,195.6,2019-05-03 21
252.8,252.8,2019-05-10 09
216.2,216.2,2019-05-07 11
210.2,210.2,2019-04-27 17
200.4,200.4,2019-04-27 11
215.6,215.6,2019-05-12 08
208.2,208.2,2019-04-29 22
213.8,213.8,2019-05-10 03
215.0,215.0,2019-05-07 14
202.4,202.4,2019-05-01 16
211.8,211.8,2019-04-30 11
205.0,205.0,2019-05-04 14
200.0,200.0,2019-04-26 11
213.6,213.6,2019-05-03 04
211.8,211.8,2019-04-29 05
218.8,218.8,2019-05-09 01
185.6,232.0,2019-05-11 16
192.4,192.4,2019-04-28 02
199.8,199.8,2019-04-28 15
199.8,199.8,2019-04-24 17
198.4,198.4,2019-04-30 18
210.4,210.4,2019-05-02 19
213.6,213.6,2019-05-06 06
177.8,222.25,2019-05-10 02
213.2,213.2,2019-05-03 12
198.2,198.2,2019-04-30 14
198.0,198.0,2019-04-25 15
209.2,209.2,2019-05-06 11
199.6,199.6,2019-05-02 15
200.4,200.4,2019-04-28 19
205.0,205.0,2019-05-01 15
198.0,198.0,2019-04-27 09
189.4,189.4,2019-04-29 16
199.0,199.0,2019-04-30 10
201.2,201.2,2019-04-27 19
206.2,206.2,2019-04-30 13
201.0,201.0,2019-05-05 21
247.8,247.8,2019-05-10 04
170.8,213.5,2019-05-11 03
209.4,209.4,2019-05-08 08
199.0,199.0,2019-04-28 20
217.2,217.2,2019-05-02 12
204.6,204.6,2019-05-06 01
194.6,194.6,2019-05-05 05
210.4,210.4,2019-04-23 18
204.0,204.0,2019-04-25 23
195.8,195.8,2019-04-30 07
218.2,218.2,2019-05-11 19
199.8,199.8,2019-04-26 06
211.6,211.6,2019-05-03 15
195.4,244.25,2019-05-11 23
188.4,188.4,2019-04-26 18
202.4,202.4,2019-04-25 16
201.6,201.6,2019-04-28 00
209.0,209.0,2019-04-28 21
187.4,234.25,2019-05-09 04
208.2,208.2,2019-05-05 20
206.0,206.0,2019-05-05 13
204.8,204.8,2019-05-05 10
183.6,229.5,2019-05-09 18
213.2,213.2,2019-04-29 08
196.2,196.2,2019-04-26 05
207.2,207.2,2019-05-11 20
215.6,215.6,2019-05-03 19
213.0,213.0,2019-05-11 10
216.4,216.4,2019-05-07 16
208.6,208.6,2019-05-09 06
209.0,209.0,2019-05-02 10
213.6,213.6,2019-05-08 11
212.2,212.2,2019-05-07 06
203.2,203.2,2019-04-26 20
209.4,209.4,2019-05-08 18
194.6,194.6,2019-04-30 09
209.2,209.2,2019-04-25 04
204.8,204.8,2019-04-24 23
204.0,204.0,2019-04-30 23
202.2,202.2,2019-05-05 19
190.6,190.6,2019-04-24 02
210.4,210.4,2019-04-23 21
201.4,201.4,2019-05-06 07
205.2,205.2,2019-04-29 10
220.2,220.2,2019-05-06 16
204.6,204.6,2019-05-05 22
192.8,192.8,2019-04-27 03
210.6,210.6,2019-05-03 11
203.8,203.8,2019-04-29 17
196.6,196.6,2019-04-24 13
204.0,204.0,2019-04-26 01
208.6,208.6,2019-05-01 14
217.0,217.0,2019-05-08 15
209.4,209.4,2019-05-08 04
207.2,207.2,2019-05-12 04
196.2,196.2,2019-04-29 02
205.8,205.8,2019-04-28 23
211.8,211.8,2019-05-11 00
217.2,217.2,2019-05-04 06
191.0,191.0,2019-04-25 00
207.4,207.4,2019-05-07 07
204.6,204.6,2019-05-06 00
218.6,218.6,2019-05-08 23
205.0,205.0,2019-04-27 22
216.6,216.6,2019-05-04 12
192.2,192.2,2019-04-27 06
204.8,204.8,2019-05-04 19
219.8,219.8,2019-05-12 00
212.4,212.4,2019-05-07 03
208.6,208.6,2019-05-09 02
204.8,204.8,2019-05-05 00
216.4,216.4,2019-05-09 22
216.2,216.2,2019-05-07 10
207.8,207.8,2019-05-09 23
213.0,213.0,2019-05-08 06
215.4,215.4,2019-05-02 06
182.2,227.75,2019-05-09 05
